TradeID,Buy_Time,Sell_Time,Symbol,Buy_Price,Sell_Price,Contracts,ProfitLoss,ProfitPercent,Profitable,Buy_Comm,Sell_Comm
276,2023-05-08 08:33:15,2023-05-08 08:33:19,AAPL 230512P172.5,1.88,1.79,1,-9.0,-4.79%,0,1.0,1.0
277,2023-05-08 08:57:33,2023-05-08 08:58:26,TSLA 230512P170,2.79,2.75,1,-4.0,-1.43%,0,1.0,1.0
278,2023-05-08 09:01:04,2023-05-08 09:01:07,TSLA 230512P170,2.74,2.68,1,-6.0,-2.19%,0,1.0,1.0
279,2023-05-08 09:01:11,2023-05-08 09:04:06,TSLA 230512P170,2.74,2.72,1,-2.0,-0.73%,0,1.0,1.0
280,2023-05-08 09:04:33,2023-05-08 09:04:45,TSLA 230512P170,2.68,2.62,1,-6.0,-2.24%,0,1.0,1.0
281,2023-05-08 09:05:01,2023-05-08 09:05:33,TSLA 230512P170,2.66,2.6,1,-6.0,-2.26%,0,1.0,1.0
282,2023-05-09 08:43:18,2023-05-09 08:43:39,SPY 230510P411,1.7,1.77,1,7.0,4.12%,1,1.0,1.0
283,2023-05-09 08:43:18,2023-05-09 08:45:48,SPY 230510P411,1.7,1.69,1,-1.0,-0.59%,0,1.0,1.0
284,2023-05-09 09:00:28,2023-05-09 09:01:51,META 230512P230,1.7,1.63,2,-14.0,-4.12%,0,2.0,2.0
285,2023-05-09 09:02:13,2023-05-09 09:02:18,META 230512P230,1.62,1.6,2,-4.0,-1.23%,0,2.0,2.0
286,2023-05-09 09:02:38,2023-05-09 09:02:56,META 230512P230,1.61,1.56,2,-10.0,-3.11%,0,2.0,2.0
287,2023-05-09 09:13:22,2023-05-09 09:28:07,TSLA 230512C170,2.32,2.37,1,5.0,2.16%,1,1.0,1.0
288,,,TSLA 230519P165,2.88,2.78,1,-10.0,-3.47%,0,1.0,1.0
289,,,TSLA 230519P165,2.87,2.74,1,-13.0,-4.53%,0,1.0,1.0
290,,,TSLA 230519P165,2.8,2.82,1,2.0,0.71%,1,1.0,1.0
291,,,TSLA 230519P165,2.73,2.65,1,-8.0,-2.93%,0,1.0,1.0
292,,,TSLA 230519P165,2.74,2.78,1,4.0,1.46%,1,1.0,1.0
293,,,AAPL 230519P172.5,1.2,1.19,1,-1.0,-0.83%,0,1.0,1.0
294,,,AAPL 230519P172.5,1.17,1.14,1,-3.0,-2.56%,0,1.0,1.0
295,,,TSLA 230519P165,3.1,3.0,1,-10.0,-3.23%,0,1.0,1.0
296,,,TSLA 230519P167.5,2.21,2.12,1,-9.0,-4.07%,0,1.0,1.0
297,,,QQQ 230518C328,1.46,1.45,1,-1.0,-0.68%,0,1.0,1.0
298,,,AMZN 230519C115,1.46,1.41,2,-10.0,-3.42%,0,2.0,2.0
299,,,AMZN 230519C115,1.27,1.22,1,-5.0,-3.94%,0,1.0,1.0
300,,,SPY 230523P419,1.31,1.26,1,-5.0,-3.82%,0,1.0,1.0
301,,,TSLA 230526P180,2.31,2.24,1,-7.0,-3.03%,0,1.0,1.0
302,,,TSLA 230526P180,2.29,2.24,1,-5.0,-2.18%,0,1.0,1.0
303,,,MSFT 230526P320,2.56,2.54,1,-2.0,-0.78%,0,1.0,1.0
304,,,TSLA 230526C185,3.53,3.51,1,-2.0,-0.57%,0,1.0,1.0
305,,,AMD 230526P108,2.12,2.05,1,-7.0,-3.30%,0,1.0,1.0
306,,,AMD 230526P108,2.1,2.06,1,-4.0,-1.90%,0,1.0,1.0
307,,,TSLA 230526C190,2.67,3.0,1,33.0,12.36%,1,1.0,1.0
308,,,META 230526C250,3.08,3.0,1,-8.0,-2.60%,0,1.0,1.0
309,,,TSLA 230526P190,3.35,3.34,1,-1.0,-0.30%,0,1.0,1.0
310,,,TSLA 230526P190,3.5,3.5,1,0.0,0.00%,1,1.0,1.0
311,,,AMZN 230526P115,1.25,1.19,1,-6.0,-4.80%,0,1.0,1.0
312,,,TSLA 230526P190,3.55,3.35,1,-20.0,-5.63%,0,1.0,1.0
313,,,TSLA 230526C185,2.08,1.99,1,-9.0,-4.33%,0,1.0,1.0
314,,,TSLA 230526C185,1.99,1.85,1,-14.0,-7.04%,0,1.0,1.0
315,,,QQQ 230526P331,2.02,2.0,1,-2.0,-0.99%,0,1.0,1.0
316,,,TSLA 230526P180,3.15,3.15,1,0.0,0.00%,1,1.0,1.0
317,,,TSLA 230526P177.5,2.45,2.39,1,-6.0,-2.45%,0,1.0,1.0
318,,,TSLA 230526C180,2.92,3.14,1,22.0,7.53%,1,1.0,1.0
319,,,QQQ 230531C353,2.15,1.96,1,-19.0,-8.84%,0,1.0,1.0
320,,,QQQ 230531C353,2.19,2.16,1,-3.0,-1.37%,0,1.0,1.0
321,,,QQQ 230531P352,2.05,2.01,1,-4.0,-1.95%,0,1.0,1.0
322,,,SPY 230531P422,1.75,1.71,1,-4.0,-2.29%,0,1.0,1.0
323,,,SPY 230531P422,1.76,1.77,1,1.0,0.57%,1,1.0,1.0
324,,,TSLA 230602C205,4.7,4.7,1,0.0,0.00%,1,1.0,1.0
325,,,TSLA 230602P200,4.2,4.18,1,-2.0,-0.48%,0,1.0,1.0
326,,,AAPL 230602P177.5,1.64,1.6,1,-4.0,-2.44%,0,1.0,1.0
327,,,AMZN 230602P121,1.29,1.23,1,-6.0,-4.65%,0,1.0,1.0
328,,,TSLA 230602C205,3.22,3.16,1,-6.0,-1.86%,0,1.0,1.0
329,,,TSLA 230602C205,3.2,3.14,1,-6.0,-1.88%,0,1.0,1.0
330,,,TSLA 230602C205,3.25,3.15,1,-10.0,-3.08%,0,1.0,1.0
331,,,TSLA 230602P200,4.16,4.5,1,34.0,8.17%,1,1.0,1.0
332,,,AMZN 230602P121,1.62,1.61,1,-1.0,-0.62%,0,1.0,1.0
333,,,AMZN 230602P121,1.66,1.94,1,28.0,16.87%,1,1.0,1.0
334,,,AMD 230602C122,1.96,1.93,1,-3.0,-1.53%,0,1.0,1.0
335,2023-06-07 08:30:39,2023-06-07 08:30:56,TSLA 230609C230,3.3,3.8,1,50.0,15.15%,1,1.0,1.0
336,2023-06-07 08:33:32,2023-06-07 08:33:37,TSLA 230609C230,3.55,3.4,1,-15.0,-4.23%,0,1.0,1.0
337,2023-06-07 08:57:55,2023-06-07 08:59:04,TSLA 230609P225,2.33,2.53,1,20.5,8.82%,1,1.0,1.0
338,2023-06-07 08:57:55,2023-06-07 09:00:08,TSLA 230609P225,2.33,2.32,1,-0.5,-0.22%,0,1.0,1.0
339,2023-06-07 09:13:02,2023-06-07 09:14:01,TSLA 230609P225,1.98,2.13,1,15.0,7.58%,1,1.0,1.0
340,2023-06-07 09:13:02,2023-06-07 09:14:10,TSLA 230609P225,1.98,1.99,1,1.0,0.51%,1,1.0,1.0
341,2023-06-07 09:18:22,2023-06-07 09:18:43,TSLA 230609P225,1.97,2.06,1,9.0,4.57%,1,1.0,1.0
342,2023-06-08 08:35:10,2023-06-08 08:35:13,TSLA 230609C225,3.25,3.08,1,-17.0,-5.23%,0,1.0,1.0
343,2023-06-08 08:35:21,2023-06-08 08:35:44,TSLA 230609C225,3.3,3.65,1,35.0,10.61%,1,1.0,1.0
344,2023-06-08 08:44:17,2023-06-08 08:45:18,TSLA 230609P225,2.78,2.84,1,6.0,2.16%,1,1.0,1.0
345,2023-06-08 08:45:37,2023-06-08 08:47:02,TSLA 230609P225,2.76,2.87,1,11.0,3.99%,1,1.0,1.0
346,2023-06-08 08:47:42,2023-06-08 08:49:21,TSLA 230609C230,1.93,2.1,1,17.0,8.81%,1,1.0,1.0
347,2023-06-08 08:54:15,2023-06-08 08:54:21,TSLA 230609C230,1.93,1.8,2,-26.0,-6.74%,0,2.0,2.0
348,2023-06-08 08:59:35,2023-06-08 08:59:56,TSLA 230609P225,2.44,2.43,1,-1.0,-0.41%,0,1.0,1.0
349,2023-06-12 08:33:04,2023-06-12 08:33:21,TSLA 230616P240,4.05,3.82,1,-23.0,-5.68%,0,1.0,1.0
350,2023-06-12 08:39:03,2023-06-12 08:39:24,TSLA 230616P240,3.99,3.85,1,-14.0,-3.51%,0,1.0,1.0
351,2023-06-12 08:46:38,2023-06-12 08:49:32,TSLA 230616P240,4.0,4.15,1,15.0,3.75%,1,1.0,1.0
352,2023-06-12 08:51:55,2023-06-12 08:52:17,TSLA 230616P240,4.2,4.05,1,-15.0,-3.57%,0,1.0,1.0
353,2023-06-12 08:52:30,2023-06-12 08:52:38,TSLA 230616P240,4.12,4.07,1,-5.0,-1.21%,0,1.0,1.0
354,,,TSLA 230616C260,4.3,4.6,1,30.0,6.98%,1,1.0,1.0
355,,,TSLA 230616C260,4.45,4.28,1,-17.0,-3.82%,0,1.0,1.0
356,,,TSLA 230616C260,4.25,4.26,1,1.0,0.24%,1,1.0,1.0
357,,,TSLA 230616P250,4.42,4.6,1,18.0,4.07%,1,1.0,1.0
358,,,TSLA 230616P245,2.64,2.61,1,-3.0,-1.14%,0,1.0,1.0
359,,,TSLA 230616C260,4.4,4.3,1,-10.0,-2.27%,0,1.0,1.0
360,,,TSLA 230616C260,5.75,5.62,1,-13.0,-2.26%,0,1.0,1.0
361,,,TSLA 230616P255,3.3,3.21,1,-9.0,-2.73%,0,1.0,1.0
362,,,TSLA 230616P255,3.25,3.15,1,-10.0,-3.08%,0,1.0,1.0
363,,,TSLA 230623C270,5.19,5.08,1,-11.0,-2.12%,0,1.0,1.0
364,,,TSLA 230623C270,5.35,5.25,1,-10.0,-1.87%,0,1.0,1.0
365,,,TSLA 230623P260,4.64,4.44,1,-20.0,-4.31%,0,1.0,1.0
366,,,TSLA 230623P260,4.4,4.3,1,-10.0,-2.27%,0,1.0,1.0
367,,,TSLA 230623P250,4.1,3.85,1,-25.0,-6.10%,0,1.0,1.0
368,,,TSLA 230623P250,3.99,3.6,1,-39.0,-9.77%,0,1.0,1.0
369,,,TSLA 230623C260,4.35,4.21,1,-14.0,-3.22%,0,1.0,1.0
370,,,TSLA 230623C260,4.2,4.65,1,45.0,10.71%,1,1.0,1.0
371,,,TSLA 230623C260,3.27,3.2,1,-7.0,-2.14%,0,1.0,1.0
372,,,TSLA 230630P250,5.05,4.9,1,-15.0,-2.97%,0,1.0,1.0
373,,,TSLA 230630P250,5.37,5.35,1,-2.0,-0.37%,0,1.0,1.0
374,,,TSLA 230630P250,5.36,5.1,1,-26.0,-4.85%,0,1.0,1.0
375,,,TSLA 230630P250,3.84,3.77,1,-7.0,-1.82%,0,1.0,1.0
376,,,TSLA 230630P240,4.0,3.85,1,-15.0,-3.75%,0,1.0,1.0
377,,,TSLA 230630C245,6.42,6.4,1,-2.0,-0.31%,0,1.0,1.0
378,,,TSLA 230630P245,6.2,6.0,1,-20.0,-3.23%,0,1.0,1.0
379,2023-07-05 09:11:41,2023-07-05 09:11:45,TSLA 230707C290,1.75,1.68,2,-14.0,-4.00%,0,2.0,2.0
380,2023-07-05 09:25:47,2023-07-05 09:25:51,TSLA 230707C290,2.14,2.07,2,-14.0,-3.27%,0,2.0,2.0
381,2023-07-05 09:25:56,2023-07-05 09:26:07,TSLA 230707C290,2.09,2.03,2,-12.0,-2.87%,0,2.0,2.0
382,2023-07-05 09:26:16,2023-07-05 09:29:32,TSLA 230707C290,2.07,1.91,2,-32.0,-7.73%,0,2.0,2.0
383,2023-07-10 08:45:51,2023-07-10 08:46:14,TSLA 230714P260,1.75,1.66,2,-18.0,-5.14%,0,2.0,2.0
384,2023-07-10 09:01:37,2023-07-10 09:03:45,SPY 230714P439,2.3,2.22,2,-16.0,-3.48%,0,2.0,2.0
385,2023-07-10 09:05:36,2023-07-10 09:07:45,SPY 230714P439,2.18,2.16,2,-4.0,-0.92%,0,2.0,2.0
386,2023-07-10 09:08:50,2023-07-10 09:13:48,SPY 230714P439,2.09,2.2,1,11.0,5.26%,1,1.0,1.0
387,2023-07-10 09:08:50,2023-07-10 09:19:39,SPY 230714P439,2.09,2.18,1,9.0,4.31%,1,1.0,1.0
388,2023-07-12 08:39:01,2023-07-12 08:39:44,SPY 230714C447,1.65,1.58,2,-14.0,-4.24%,0,2.0,2.0
389,2023-07-12 08:44:42,2023-07-12 08:45:58,SPY 230714P446,1.56,1.52,1,-4.0,-2.56%,0,1.0,1.0
390,2023-07-12 08:48:50,2023-07-12 08:51:28,SPY 230714P446,1.39,1.33,2,-12.0,-4.32%,0,2.0,2.0
391,2023-07-12 09:03:46,2023-07-12 09:04:03,SPY 230714C447,1.77,1.71,2,-12.0,-3.39%,0,2.0,2.0
392,2023-07-12 09:06:16,2023-07-12 09:07:51,SPY 230714C447,1.73,1.66,2,-14.0,-4.05%,0,2.0,2.0
393,2023-07-12 09:13:41,2023-07-12 09:15:14,SPY 230714P447,1.62,1.55,1,-7.0,-4.32%,0,1.0,1.0
394,,,AAPL 230721P192.5,1.45,1.41,2,-8.0,-2.76%,0,2.0,2.0
395,,,AAPL 230721P192.5,1.27,1.24,2,-6.0,-2.36%,0,2.0,2.0
396,,,AMD 230721C115,1.82,1.9,1,8.0,4.40%,1,1.0,1.0
397,,,AMD 230721C115,1.82,2.04,1,22.0,12.09%,1,1.0,1.0
398,,,AMD 230721P113,1.97,1.99,2,4.0,1.02%,1,2.0,2.0
399,,,AMD 230721P113,1.92,1.85,2,-14.0,-3.65%,0,2.0,2.0
400,,,AMZN 230721C132,1.61,1.51,2,-20.0,-6.21%,0,2.0,2.0
401,,,AMZN 230721C132,1.57,1.73,1,16.0,10.19%,1,1.0,1.0
402,,,AMZN 230721C132,1.57,1.88,1,31.0,19.75%,1,1.0,1.0
403,,,AMZN 230721C132,1.82,1.8,2,-4.0,-1.10%,0,2.0,2.0
404,,,AMZN 230721C132,1.65,1.58,2,-14.0,-4.24%,0,2.0,2.0
405,,,AMZN 230721C132,1.58,1.49,2,-18.0,-5.70%,0,2.0,2.0
406,,,AMZN 230721C133,1.45,1.57,1,12.0,8.28%,1,1.0,1.0
407,,,AMD 230721P119,2.05,2.04,2,-2.0,-0.49%,0,2.0,2.0
408,,,SPY 230721P456,1.52,1.49,2,-6.0,-1.97%,0,2.0,2.0
409,,,SPY 230721P456,1.49,1.64,1,15.0,10.07%,1,1.0,1.0
410,,,SPY 230721P456,1.49,1.63,1,14.0,9.40%,1,1.0,1.0
411,,,AMD 230721C118,1.91,1.83,2,-16.0,-4.19%,0,2.0,2.0
