TradeID,Buy_Time,Sell_Time,Symbol,Buy_Price,Sell_Price,Contracts,ProfitLoss,ProfitPercent,Profitable,Buy_Comm,Sell_Comm
188,4/5/2023 09:13:40,4/5/2023 09:14:11,SPY 230406C407.5,1.65,1.66,1,1.0,0.61%,1,1.0,1.0
189,4/5/2023 09:23:21,4/5/2023 09:23:58,SPY 230406P407.5,1.44,1.41,1,-3.0,-2.08%,0,1.0,1.0
190,4/5/2023 09:24:26,4/5/2023 09:24:33,SPY 230406P408,1.58,1.51,1,-7.0,-4.43%,0,1.0,1.0
191,4/10/2023 08:43:02,4/10/2023 08:43:48,SPY 230411P406,1.41,1.33,1,-8.0,-5.67%,0,1.0,1.0
192,4/10/2023 08:44:45,4/10/2023 08:46:31,AAPL 230414C162.5,1.28,1.21,1,-7.0,-5.47%,0,1.0,1.0
193,4/10/2023 09:02:55,4/10/2023 09:04:02,SPY 230411P406,1.45,1.4,1,-5.0,-3.45%,0,1.0,1.0
194,4/10/2023 09:14:21,4/10/2023 09:25:49,AAPL 230414P160,1.64,1.67,1,3.0,1.83%,1,1.0,1.0
195,4/10/2023 09:29:00,4/10/2023 09:41:00,SPY 230411C407,1.41,1.65,1,24.0,17.02%,1,1.0,1.0
196,4/10/2023 09:43:15,4/10/2023 09:44:17,AAPL 230414P160,1.64,1.59,1,-5.0,-3.05%,0,1.0,1.0
197,4/11/2023 08:31:10,4/11/2023 08:31:17,SPY 230412C410,2.17,2.11,1,-6.0,-2.76%,0,1.0,1.0
198,4/11/2023 08:31:51,4/11/2023 08:32:41,AAPL 230414C162.5,1.43,1.37,1,-6.0,-4.20%,0,1.0,1.0
199,4/11/2023 08:40:43,4/11/2023 08:41:12,AAPL 230414C162.5,1.3,1.24,1,-6.0,-4.62%,0,1.0,1.0
200,4/11/2023 08:42:26,4/11/2023 08:43:23,SPY 230412P410,2.42,2.32,1,-10.0,-4.13%,0,1.0,1.0
201,4/12/2023 08:30:22,4/12/2023 08:30:50,SPY 230413C412,1.88,1.78,1,-10.0,-5.32%,0,1.0,1.0
202,4/12/2023 08:32:43,4/12/2023 08:32:48,SPY 230413P412,1.77,1.72,1,-5.0,-2.82%,0,1.0,1.0
203,4/12/2023 08:32:58,4/12/2023 08:33:43,SPY 230413P412,1.75,1.73,1,-2.0,-1.14%,0,1.0,1.0
204,4/12/2023 08:33:50,4/12/2023 08:36:36,SPY 230413P412,1.76,1.82,1,6.0,3.41%,1,1.0,1.0
205,4/12/2023 08:38:18,4/12/2023 08:38:31,SPY 230413P412,1.79,1.72,1,-7.0,-3.91%,0,1.0,1.0
206,4/12/2023 09:03:47,4/12/2023 09:04:31,SPY 230413P411,1.69,1.68,1,-1.0,-0.59%,0,1.0,1.0
207,4/12/2023 09:04:49,4/12/2023 09:05:53,SPY 230413P411,1.68,1.69,1,1.0,0.60%,1,1.0,1.0
208,4/12/2023 09:06:25,4/12/2023 09:08:05,SPY 230413P411,1.61,1.51,1,-10.0,-6.21%,0,1.0,1.0
209,4/14/2023 12:53:36 PM,4/14/2023 2:52:39 PM,BA 230414C202.5,0.07,0.05,1,-2.0,-28.57%,0,1.0,76.0
210,4/17/2023 8:33:38 ,4/17/2023 8:34:32 ,SPY 230418P412,1.2,1.21,1,1.0,0.83%,1,1.0,1.0
211,4/17/2023 8:36:01 ,4/17/2023 8:36:12 ,SPY 230418P412,1.19,1.13,1,-6.0,-5.04%,0,1.0,1.0
212,4/17/2023 8:45:07 ,4/17/2023 8:49:14 ,SPY 230418P412,1.08,1.17,1,9.0,8.33%,1,1.0,1.0
213,4/17/2023 9:01:48 ,4/17/2023 9:12:41 ,AAPL 230421P165,1.58,1.76,1,18.0,11.39%,1,1.0,1.0
214,4/17/2023 9:14:04 ,4/17/2023 9:15:13 ,SPY 230418P412,1.17,1.11,1,-6.0,-5.13%,0,1.0,1.0
215,4/17/2023 9:17:52 ,4/17/2023 9:29:34 ,SPY 230418C413,1.36,1.39,1,3.0,2.21%,1,1.0,1.0
216,4/17/2023 9:34:22 ,4/17/2023 9:34:53 ,SPY 230418C413,1.3,1.33,1,3.0,2.31%,1,1.0,1.0
217,4/17/2023 9:36:46 ,4/17/2023 9:37:35 ,SPY 230418C413,1.29,1.23,1,-6.0,-4.65%,0,1.0,1.0
218,4/18/2023 8:48:02 ,4/18/2023 8:48:19 ,SPY 230419P415,1.15,1.11,1,-4.0,-3.48%,0,1.0,1.0
219,4/18/2023 8:49:35 ,4/18/2023 8:58:56 ,SPY 230419P415,1.14,1.49,1,35.0,30.70%,1,1.0,1.0
220,4/18/2023 9:10:44 ,4/18/2023 9:11:12 ,AAPL 230421C167.5,1.02,0.96,1,-6.0,-5.88%,0,1.0,1.0
221,4/18/2023 9:11:34 ,4/18/2023 9:12:16 ,AAPL 230421C167.5,0.94,0.9,1,-4.0,-4.26%,0,1.0,1.0
222,4/18/2023 9:12:39 ,4/18/2023 9:20:24 ,AAPL 230421C167.5,0.9,0.95,1,5.0,5.56%,1,1.0,1.0
223,4/18/2023 9:25:26 ,4/18/2023 9:25:30 ,AAPL 230428C167.5,1.84,1.77,1,-7.0,-3.80%,0,1.0,1.0
224,4/18/2023 9:45:07 ,4/18/2023 9:51:59 ,AAPL 230428P165,1.69,1.72,1,3.0,1.78%,1,1.0,1.0
225,4/18/2023 10:02:21 ,4/18/2023 10:04:42 ,SPY 230420C414,1.7,1.61,1,-9.0,-5.29%,0,1.0,1.0
226,4/19/2023 9:40:18 ,4/19/2023 9:40:46 ,SPY 230421C413,2.17,2.13,1,-4.0,-1.84%,0,1.0,1.0
227,4/19/2023 9:40:53 ,4/19/2023 9:43:04 ,SPY 230421P413,1.66,1.68,1,2.0,1.20%,1,1.0,1.0
228,4/19/2023 9:45:12 ,4/19/2023 9:52:14 ,SPY 230421P413,1.54,1.59,1,5.0,3.25%,1,1.0,1.0
229,4/19/2023 9:53:12 ,4/19/2023 9:55:49 ,SPY 230421P413,1.62,1.63,1,1.0,0.62%,1,1.0,1.0
230,4/19/2023 9:57:05 ,4/19/2023 10:00:14 ,SPY 230421P413,1.64,1.58,1,-6.0,-3.66%,0,1.0,1.0
231,4/19/2023 10:00:41 ,4/19/2023 10:01:10 ,SPY 230421P413,1.61,1.58,1,-3.0,-1.86%,0,1.0,1.0
232,4/19/2023 10:02:33 ,4/19/2023 10:04:17 ,SPY 230421P413,1.56,1.58,1,2.0,1.28%,1,1.0,1.0
233,4/20/2023 8:30:49 ,4/20/2023 8:30:59 ,SPY 230424P411,2.0,1.95,1,-5.0,-2.50%,0,1.0,1.0
234,4/20/2023 8:31:04 ,4/20/2023 8:31:29 ,SPY 230424P411,2.0,1.95,1,-5.0,-2.50%,0,1.0,1.0
235,4/20/2023 8:31:47 ,4/20/2023 8:32:18 ,SPY 230424P411,2.0,1.93,1,-7.0,-3.50%,0,1.0,1.0
236,4/20/2023 8:55:59 ,4/20/2023 8:56:06 ,TSLA 230421C170,1.81,1.67,1,-14.0,-7.73%,0,1.0,1.0
237,4/26/2023 8:49:22 ,4/26/2023 8:49:31 ,SPY 230427P407,1.81,1.74,1,-7.0,-3.87%,0,1.0,1.0
238,4/26/2023 8:51:17 ,4/26/2023 8:52:01 ,SPY 230427P407,1.72,1.69,1,-3.0,-1.74%,0,1.0,1.0
239,4/26/2023 8:53:12 ,4/26/2023 8:53:18 ,SPY 230427P407,1.7,1.65,1,-5.0,-2.94%,0,1.0,1.0
240,4/26/2023 8:53:24 ,4/26/2023 8:57:36 ,SPY 230427P407,1.68,1.88,1,20.0,11.90%,1,1.0,1.0
241,4/26/2023 9:03:15 ,4/26/2023 9:05:22 ,SPY 230427P406,1.33,1.35,1,2.0,1.50%,1,1.0,1.0
242,4/26/2023 9:05:53 ,4/26/2023 9:06:02 ,SPY 230427P406,1.31,1.26,1,-5.0,-3.82%,0,1.0,1.0
243,4/26/2023 9:06:05 ,4/26/2023 9:07:13 ,SPY 230427P406,1.3,1.25,1,-5.0,-3.85%,0,1.0,1.0
244,4/26/2023 9:12:29 ,4/26/2023 9:13:47 ,MSFT 230428P295,2.83,2.86,1,3.0,1.06%,1,1.0,1.0
245,4/26/2023 9:17:47 ,4/26/2023 9:19:27 ,MSFT 230428P295,2.6,3.17,1,57.0,21.92%,1,1.0,1.0
246,4/27/2023 8:43:49 ,4/27/2023 8:44:22 ,SPY 230428C407,1.66,1.66,1,0.0,0.00%,1,1.0,1.0
247,4/27/2023 8:45:37 ,4/27/2023 8:47:24 ,SPY 230428C407,1.64,1.66,1,2.0,1.22%,1,1.0,1.0
248,4/27/2023 8:48:11 ,4/27/2023 8:49:39 ,SPY 230428P407,1.65,1.59,1,-6.0,-3.64%,0,1.0,1.0
249,4/27/2023 8:49:52 ,4/27/2023 8:49:58 ,SPY 230428P407,1.59,1.55,1,-4.0,-2.52%,0,1.0,1.0
250,4/27/2023 8:55:44 ,4/27/2023 8:55:48 ,META 230428P240,3.65,3.55,1,-10.0,-2.74%,0,1.0,1.0
251,4/27/2023 8:56:55 ,4/27/2023 8:57:05 ,META 230428C240,3.05,2.93,1,-12.0,-3.93%,0,1.0,1.0
252,4/27/2023 9:53:11 ,4/27/2023 9:54:01 ,TSLA 230428C155,2.04,1.93,1,-11.0,-5.39%,0,1.0,1.0
253,4/28/2023 8:35:06 ,4/28/2023 8:37:53 ,TSLA 230505C160,3.82,4.08,1,26.0,6.81%,1,1.0,1.0
254,4/28/2023 8:38:30 ,4/28/2023 8:39:43 ,TSLA 230505C160,3.71,3.62,1,-9.0,-2.43%,0,1.0,1.0
255,4/28/2023 8:40:01 ,4/28/2023 8:40:33 ,TSLA 230505C160,3.68,3.6,1,-8.0,-2.17%,0,1.0,1.0
256,4/28/2023 8:40:37 ,4/28/2023 8:40:57 ,TSLA 230505C160,3.69,3.56,1,-13.0,-3.52%,0,1.0,1.0
257,4/28/2023 8:41:01 ,4/28/2023 8:41:26 ,TSLA 230505C160,3.75,3.6,1,-15.0,-4.00%,0,1.0,1.0
258,5/1/2023 09:00:23,5/1/2023 09:01:06,SPY 230502C416,1.34,1.35,1,1.0,0.75%,1,1.0,1.0
259,5/1/2023 09:04:00,5/1/2023 09:05:34,TSLA 230505P160,2.62,2.51,1,-11.0,-4.20%,0,1.0,1.0
260,5/1/2023 09:07:35,5/1/2023 09:10:30,SPY 230502C416,1.36,1.54,1,18.0,13.24%,1,1.0,1.0
261,5/1/2023 09:14:40,5/1/2023 09:15:01,TSLA 230505C162.5,3.71,3.62,1,-9.0,-2.43%,0,1.0,1.0
262,5/1/2023 09:15:07,5/1/2023 09:17:55,TSLA 230505C162.5,3.71,4.05,1,34.0,9.16%,1,1.0,1.0
263,5/1/2023 09:22:24,5/1/2023 09:24:05,SPY 230502C416,1.37,1.37,1,0.0,0.00%,1,1.0,1.0
264,5/1/2023 09:28:13,5/1/2023 09:28:47,TSLA 230505C162.5,3.65,3.45,1,-20.0,-5.48%,0,1.0,1.0
265,5/1/2023 09:28:53,5/1/2023 09:31:02,TSLA 230505C162.5,3.52,3.49,1,-3.0,-0.85%,0,1.0,1.0
266,5/1/2023 09:31:49,5/1/2023 09:31:58,TSLA 230505C162.5,3.45,3.36,1,-9.0,-2.61%,0,1.0,1.0
267,5/2/2023 08:58:55,5/2/2023 08:59:50,SPY 230503C414,1.95,1.97,1,2.0,1.03%,1,1.0,1.0
268,5/2/2023 09:05:11,5/2/2023 09:08:51,TSLA 230505C165,2.54,2.6,1,6.0,2.36%,1,1.0,1.0
269,5/2/2023 09:09:27,5/2/2023 09:09:41,TSLA 230505C165,2.38,2.31,1,-7.0,-2.94%,0,1.0,1.0
270,5/2/2023 09:09:59,5/2/2023 09:10:14,TSLA 230505C165,2.38,2.29,1,-9.0,-3.78%,0,1.0,1.0
271,5/2/2023 09:15:25,5/2/2023 09:15:33,TSLA 230505P162.5,2.71,2.61,1,-10.0,-3.69%,0,1.0,1.0
272,5/2/2023 09:15:47,5/2/2023 09:16:34,TSLA 230505P162.5,2.68,2.64,1,-4.0,-1.49%,0,1.0,1.0
273,5/2/2023 09:16:43,5/2/2023 09:17:27,TSLA 230505P162.5,2.69,2.69,1,0.0,0.00%,1,1.0,1.0
274,5/2/2023 09:18:55,5/2/2023 09:19:30,TSLA 230505P162.5,2.73,2.72,1,-1.0,-0.37%,0,1.0,1.0
275,5/2/2023 09:26:19,5/2/2023 09:26:33,TSLA 230505P162.5,2.6,2.54,1,-6.0,-2.31%,0,1.0,1.0
276,5/8/2023 08:33:15,5/8/2023 08:33:19,AAPL 230512P172.5,1.88,1.79,1,-9.0,-4.79%,0,1.0,1.0
277,5/8/2023 08:57:33,5/8/2023 08:58:26,TSLA 230512P170,2.79,2.75,1,-4.0,-1.43%,0,1.0,1.0
278,5/8/2023 09:01:04,5/8/2023 09:01:07,TSLA 230512P170,2.74,2.68,1,-6.0,-2.19%,0,1.0,1.0
279,5/8/2023 09:01:11,5/8/2023 09:04:06,TSLA 230512P170,2.74,2.72,1,-2.0,-0.73%,0,1.0,1.0
280,5/8/2023 09:04:33,5/8/2023 09:04:45,TSLA 230512P170,2.68,2.62,1,-6.0,-2.24%,0,1.0,1.0
281,5/8/2023 09:05:01,5/8/2023 09:05:33,TSLA 230512P170,2.66,2.6,1,-6.0,-2.26%,0,1.0,1.0
282,5/9/2023 08:43:18,5/9/2023 08:43:39,SPY 230510P411,1.7,1.77,1,7.0,4.12%,1,1.0,1.0
283,5/9/2023 08:43:18,5/9/2023 08:45:48,SPY 230510P411,1.7,1.69,1,-1.0,-0.59%,0,1.0,1.0
284,5/9/2023 09:00:28,5/9/2023 09:01:51,META 230512P230,1.7,1.63,2,-14.0,-4.12%,0,2.0,2.0
285,5/9/2023 09:02:13,5/9/2023 09:02:18,META 230512P230,1.62,1.6,2,-4.0,-1.23%,0,2.0,2.0
286,5/9/2023 09:02:38,5/9/2023 09:02:56,META 230512P230,1.61,1.56,2,-10.0,-3.11%,0,2.0,2.0
287,5/9/2023 09:13:22,5/9/2023 09:28:07,TSLA 230512C170,2.32,2.37,1,5.0,2.16%,1,1.0,1.0
288,5/16/2023 8:32:02 ,5/16/2023 8:32:12 ,TSLA 230519P165,2.88,2.78,1,-10.0,-3.47%,0,1.0,1.0
289,5/16/2023 8:32:17 ,5/16/2023 8:32:28 ,TSLA 230519P165,2.87,2.74,1,-13.0,-4.53%,0,1.0,1.0
290,5/16/2023 8:32:33 ,5/16/2023 8:33:40 ,TSLA 230519P165,2.8,2.82,1,2.0,0.71%,1,1.0,1.0
291,5/16/2023 8:34:12 ,5/16/2023 8:34:15 ,TSLA 230519P165,2.73,2.65,1,-8.0,-2.93%,0,1.0,1.0
292,5/16/2023 8:34:19 ,5/16/2023 8:35:43 ,TSLA 230519P165,2.74,2.78,1,4.0,1.46%,1,1.0,1.0
293,5/16/2023 8:38:56 ,5/16/2023 8:42:55 ,AAPL 230519P172.5,1.2,1.19,1,-1.0,-0.83%,0,1.0,1.0
294,5/16/2023 8:43:11 ,5/16/2023 8:43:13 ,AAPL 230519P172.5,1.17,1.14,1,-3.0,-2.56%,0,1.0,1.0
295,5/16/2023 8:45:13 ,5/16/2023 8:45:17 ,TSLA 230519P165,3.1,3.0,1,-10.0,-3.23%,0,1.0,1.0
296,5/17/2023 8:40:33 ,5/17/2023 8:40:45 ,TSLA 230519P167.5,2.21,2.12,1,-9.0,-4.07%,0,1.0,1.0
297,5/17/2023 8:43:31 ,5/17/2023 8:45:13 ,QQQ 230518C328,1.46,1.45,1,-1.0,-0.68%,0,1.0,1.0
298,5/17/2023 8:59:28 ,5/17/2023 8:59:43 ,AMZN 230519C115,1.46,1.41,2,-10.0,-3.42%,0,2.0,2.0
299,5/17/2023 9:04:47 ,5/17/2023 9:05:34 ,AMZN 230519C115,1.27,1.22,1,-5.0,-3.94%,0,1.0,1.0
300,5/22/2023 8:49:21 ,5/22/2023 8:51:01 ,SPY 230523P419,1.31,1.26,1,-5.0,-3.82%,0,1.0,1.0
301,5/22/2023 9:05:05 ,5/22/2023 9:05:36 ,TSLA 230526P180,2.31,2.24,1,-7.0,-3.03%,0,1.0,1.0
302,5/22/2023 9:05:41 ,5/22/2023 9:06:01 ,TSLA 230526P180,2.29,2.24,1,-5.0,-2.18%,0,1.0,1.0
303,5/22/2023 9:11:46 ,5/22/2023 9:13:45 ,MSFT 230526P320,2.56,2.54,1,-2.0,-0.78%,0,1.0,1.0
304,5/22/2023 9:26:32 ,5/22/2023 9:28:38 ,TSLA 230526C185,3.53,3.51,1,-2.0,-0.57%,0,1.0,1.0
305,5/22/2023 9:31:52 ,5/22/2023 9:32:23 ,AMD 230526P108,2.12,2.05,1,-7.0,-3.30%,0,1.0,1.0
306,5/22/2023 9:32:53 ,5/22/2023 9:36:29 ,AMD 230526P108,2.1,2.06,1,-4.0,-1.90%,0,1.0,1.0
307,5/23/2023 8:38:53 ,5/23/2023 8:39:24 ,TSLA 230526C190,2.67,3.0,1,33.0,12.36%,1,1.0,1.0
308,5/23/2023 8:47:25 ,5/23/2023 8:48:04 ,META 230526C250,3.08,3.0,1,-8.0,-2.60%,0,1.0,1.0
309,5/23/2023 8:58:27 ,5/23/2023 8:59:36 ,TSLA 230526P190,3.35,3.34,1,-1.0,-0.30%,0,1.0,1.0
310,5/23/2023 9:00:18 ,5/23/2023 9:00:54 ,TSLA 230526P190,3.5,3.5,1,0.0,0.00%,1,1.0,1.0
311,5/23/2023 9:05:05 ,5/23/2023 9:05:20 ,AMZN 230526P115,1.25,1.19,1,-6.0,-4.80%,0,1.0,1.0
312,5/23/2023 9:06:37 ,5/23/2023 9:08:12 ,TSLA 230526P190,3.55,3.35,1,-20.0,-5.63%,0,1.0,1.0
313,5/24/2023 8:36:18 ,5/24/2023 8:36:29 ,TSLA 230526C185,2.08,1.99,1,-9.0,-4.33%,0,1.0,1.0
314,5/24/2023 8:44:44 ,5/24/2023 8:44:53 ,TSLA 230526C185,1.99,1.85,1,-14.0,-7.04%,0,1.0,1.0
315,5/24/2023 8:56:08 ,5/24/2023 8:57:02 ,QQQ 230526P331,2.02,2.0,1,-2.0,-0.99%,0,1.0,1.0
316,5/24/2023 8:59:41 ,5/24/2023 9:00:18 ,TSLA 230526P180,3.15,3.15,1,0.0,0.00%,1,1.0,1.0
317,5/24/2023 9:14:33 ,5/24/2023 9:14:44 ,TSLA 230526P177.5,2.45,2.39,1,-6.0,-2.45%,0,1.0,1.0
318,5/24/2023 9:37:33 ,5/24/2023 9:38:57 ,TSLA 230526C180,2.92,3.14,1,22.0,7.53%,1,1.0,1.0
319,5/30/2023 8:35:38 ,5/30/2023 8:36:12 ,QQQ 230531C353,2.15,1.96,1,-19.0,-8.84%,0,1.0,1.0
320,5/30/2023 8:37:21 ,5/30/2023 8:37:24 ,QQQ 230531C353,2.19,2.16,1,-3.0,-1.37%,0,1.0,1.0
321,5/30/2023 8:37:35 ,5/30/2023 8:37:39 ,QQQ 230531P352,2.05,2.01,1,-4.0,-1.95%,0,1.0,1.0
322,5/30/2023 8:40:44 ,5/30/2023 8:40:52 ,SPY 230531P422,1.75,1.71,1,-4.0,-2.29%,0,1.0,1.0
323,5/30/2023 8:40:55 ,5/30/2023 8:41:45 ,SPY 230531P422,1.76,1.77,1,1.0,0.57%,1,1.0,1.0
324,5/30/2023 8:43:48 ,5/30/2023 8:44:02 ,TSLA 230602C205,4.7,4.7,1,0.0,0.00%,1,1.0,1.0
325,5/30/2023 8:45:24 ,5/30/2023 8:46:28 ,TSLA 230602P200,4.2,4.18,1,-2.0,-0.48%,0,1.0,1.0
326,5/30/2023 8:55:30 ,5/30/2023 8:57:41 ,AAPL 230602P177.5,1.64,1.6,1,-4.0,-2.44%,0,1.0,1.0
327,5/31/2023 8:31:04 ,5/31/2023 8:31:36 ,AMZN 230602P121,1.29,1.23,1,-6.0,-4.65%,0,1.0,1.0
328,5/31/2023 8:49:04 ,5/31/2023 8:50:02 ,TSLA 230602C205,3.22,3.16,1,-6.0,-1.86%,0,1.0,1.0
329,5/31/2023 8:50:04 ,5/31/2023 8:50:52 ,TSLA 230602C205,3.2,3.14,1,-6.0,-1.88%,0,1.0,1.0
330,5/31/2023 8:50:55 ,5/31/2023 8:51:32 ,TSLA 230602C205,3.25,3.15,1,-10.0,-3.08%,0,1.0,1.0
331,5/31/2023 9:02:24 ,5/31/2023 9:05:40 ,TSLA 230602P200,4.16,4.5,1,34.0,8.17%,1,1.0,1.0
332,5/31/2023 9:21:50 ,5/31/2023 9:22:10 ,AMZN 230602P121,1.62,1.61,1,-1.0,-0.62%,0,1.0,1.0
333,5/31/2023 9:22:34 ,5/31/2023 9:24:15 ,AMZN 230602P121,1.66,1.94,1,28.0,16.87%,1,1.0,1.0
334,5/31/2023 9:26:13 ,5/31/2023 9:26:32 ,AMD 230602C122,1.96,1.93,1,-3.0,-1.53%,0,1.0,1.0
335,6/7/2023 08:30:39,6/7/2023 08:30:56,TSLA 230609C230,3.3,3.8,1,50.0,15.15%,1,1.0,1.0
336,6/7/2023 08:33:32,6/7/2023 08:33:37,TSLA 230609C230,3.55,3.4,1,-15.0,-4.23%,0,1.0,1.0
337,6/7/2023 08:57:55,6/7/2023 08:59:04,TSLA 230609P225,2.33,2.53,1,20.5,8.82%,1,1.0,1.0
338,6/7/2023 08:57:55,6/7/2023 09:00:08,TSLA 230609P225,2.33,2.32,1,-0.5,-0.22%,0,1.0,1.0
339,6/7/2023 09:13:02,6/7/2023 09:14:01,TSLA 230609P225,1.98,2.13,1,15.0,7.58%,1,1.0,1.0
340,6/7/2023 09:13:02,6/7/2023 09:14:10,TSLA 230609P225,1.98,1.99,1,1.0,0.51%,1,1.0,1.0
341,6/7/2023 09:18:22,6/7/2023 09:18:43,TSLA 230609P225,1.97,2.06,1,9.0,4.57%,1,1.0,1.0
342,6/8/2023 08:35:10,6/8/2023 08:35:13,TSLA 230609C225,3.25,3.08,1,-17.0,-5.23%,0,1.0,1.0
343,6/8/2023 08:35:21,6/8/2023 08:35:44,TSLA 230609C225,3.3,3.65,1,35.0,10.61%,1,1.0,1.0
344,6/8/2023 08:44:17,6/8/2023 08:45:18,TSLA 230609P225,2.78,2.84,1,6.0,2.16%,1,1.0,1.0
345,6/8/2023 08:45:37,6/8/2023 08:47:02,TSLA 230609P225,2.76,2.87,1,11.0,3.99%,1,1.0,1.0
346,6/8/2023 08:47:42,6/8/2023 08:49:21,TSLA 230609C230,1.93,2.1,1,17.0,8.81%,1,1.0,1.0
347,6/8/2023 08:54:15,6/8/2023 08:54:21,TSLA 230609C230,1.93,1.8,2,-26.0,-6.74%,0,2.0,2.0
348,6/8/2023 08:59:35,6/8/2023 08:59:56,TSLA 230609P225,2.44,2.43,1,-1.0,-0.41%,0,1.0,1.0
349,6/12/2023 08:33:04,6/12/2023 08:33:21,TSLA 230616P240,4.05,3.82,1,-23.0,-5.68%,0,1.0,1.0
350,6/12/2023 08:39:03,6/12/2023 08:39:24,TSLA 230616P240,3.99,3.85,1,-14.0,-3.51%,0,1.0,1.0
351,6/12/2023 08:46:38,6/12/2023 08:49:32,TSLA 230616P240,4.0,4.15,1,15.0,3.75%,1,1.0,1.0
352,6/12/2023 08:51:55,6/12/2023 08:52:17,TSLA 230616P240,4.2,4.05,1,-15.0,-3.57%,0,1.0,1.0
353,6/12/2023 08:52:30,6/12/2023 08:52:38,TSLA 230616P240,4.12,4.07,1,-5.0,-1.21%,0,1.0,1.0
354,6/13/2023 8:33:17 ,6/13/2023 8:33:32 ,TSLA 230616C260,4.3,4.6,1,30.0,6.98%,1,1.0,1.0
355,6/13/2023 8:36:51 ,6/13/2023 8:37:11 ,TSLA 230616C260,4.45,4.28,1,-17.0,-3.82%,0,1.0,1.0
356,6/13/2023 8:37:27 ,6/13/2023 8:38:03 ,TSLA 230616C260,4.25,4.26,1,1.0,0.24%,1,1.0,1.0
357,6/13/2023 8:39:49 ,6/13/2023 8:40:46 ,TSLA 230616P250,4.42,4.6,1,18.0,4.07%,1,1.0,1.0
358,6/13/2023 8:44:58 ,6/13/2023 8:45:08 ,TSLA 230616P245,2.64,2.61,1,-3.0,-1.14%,0,1.0,1.0
359,6/14/2023 9:02:34 ,6/14/2023 9:03:12 ,TSLA 230616C260,4.4,4.3,1,-10.0,-2.27%,0,1.0,1.0
360,6/14/2023 9:26:24 ,6/14/2023 9:26:39 ,TSLA 230616C260,5.75,5.62,1,-13.0,-2.26%,0,1.0,1.0
361,6/14/2023 9:27:22 ,6/14/2023 9:27:46 ,TSLA 230616P255,3.3,3.21,1,-9.0,-2.73%,0,1.0,1.0
362,6/14/2023 9:30:45 ,6/14/2023 9:30:55 ,TSLA 230616P255,3.25,3.15,1,-10.0,-3.08%,0,1.0,1.0
363,6/20/2023 8:43:01 ,6/20/2023 8:45:12 ,TSLA 230623C270,5.19,5.08,1,-11.0,-2.12%,0,1.0,1.0
364,6/20/2023 8:47:07 ,6/20/2023 8:47:15 ,TSLA 230623C270,5.35,5.25,1,-10.0,-1.87%,0,1.0,1.0
365,6/20/2023 8:47:36 ,6/20/2023 8:47:43 ,TSLA 230623P260,4.64,4.44,1,-20.0,-4.31%,0,1.0,1.0
366,6/20/2023 8:54:08 ,6/20/2023 8:57:33 ,TSLA 230623P260,4.4,4.3,1,-10.0,-2.27%,0,1.0,1.0
367,6/22/2023 8:31:31 ,6/22/2023 8:31:33 ,TSLA 230623P250,4.1,3.85,1,-25.0,-6.10%,0,1.0,1.0
368,6/22/2023 8:31:40 ,6/22/2023 8:31:53 ,TSLA 230623P250,3.99,3.6,1,-39.0,-9.77%,0,1.0,1.0
369,6/22/2023 9:25:04 ,6/22/2023 9:25:11 ,TSLA 230623C260,4.35,4.21,1,-14.0,-3.22%,0,1.0,1.0
370,6/22/2023 9:25:41 ,6/22/2023 9:27:33 ,TSLA 230623C260,4.2,4.65,1,45.0,10.71%,1,1.0,1.0
371,6/22/2023 9:54:46 ,6/22/2023 9:54:48 ,TSLA 230623C260,3.27,3.2,1,-7.0,-2.14%,0,1.0,1.0
372,6/26/2023 8:35:18 ,6/26/2023 8:35:31 ,TSLA 230630P250,5.05,4.9,1,-15.0,-2.97%,0,1.0,1.0
373,6/26/2023 8:42:31 ,6/26/2023 8:42:34 ,TSLA 230630P250,5.37,5.35,1,-2.0,-0.37%,0,1.0,1.0
374,6/26/2023 8:42:42 ,6/26/2023 8:43:11 ,TSLA 230630P250,5.36,5.1,1,-26.0,-4.85%,0,1.0,1.0
375,6/26/2023 8:57:01 ,6/26/2023 8:57:05 ,TSLA 230630P250,3.84,3.77,1,-7.0,-1.82%,0,1.0,1.0
376,6/27/2023 8:42:55 ,6/27/2023 8:43:05 ,TSLA 230630P240,4.0,3.85,1,-15.0,-3.75%,0,1.0,1.0
377,6/27/2023 8:51:50 ,6/27/2023 8:51:55 ,TSLA 230630C245,6.42,6.4,1,-2.0,-0.31%,0,1.0,1.0
378,6/27/2023 8:56:10 ,6/27/2023 8:56:15 ,TSLA 230630P245,6.2,6.0,1,-20.0,-3.23%,0,1.0,1.0
379,7/5/2023 09:11:41,7/5/2023 09:11:45,TSLA 230707C290,1.75,1.68,2,-14.0,-4.00%,0,2.0,2.0
380,7/5/2023 09:25:47,7/5/2023 09:25:51,TSLA 230707C290,2.14,2.07,2,-14.0,-3.27%,0,2.0,2.0
381,7/5/2023 09:25:56,7/5/2023 09:26:07,TSLA 230707C290,2.09,2.03,2,-12.0,-2.87%,0,2.0,2.0
382,7/5/2023 09:26:16,7/5/2023 09:29:32,TSLA 230707C290,2.07,1.91,2,-32.0,-7.73%,0,2.0,2.0
383,7/10/2023 08:45:51,7/10/2023 08:46:14,TSLA 230714P260,1.75,1.66,2,-18.0,-5.14%,0,2.0,2.0
